,my_id,u,v,key,osmid,oneway,highway,length,name,geometry,maxspeed,lanes,ref,bridge,junction,access,tunnel,width
19,1199,1487135707,1487135712,0,152213785,False,residential,22.136000000000003,Estrada da Ria,"LINESTRING (-8.6605949 40.6439266, -8.660694700000001 40.6439793, -8.660826999999999 40.6440158)",50,2,EN 109-7,yes,,,,
20,1203,1487135712,1232229630,0,152213785,False,residential,10.36,Estrada da Ria,"LINESTRING (-8.660826999999999 40.6440158, -8.6609496 40.6440106)",50,2,EN 109-7,yes,,,,
21,1204,1487135712,1487135707,0,152213785,False,residential,22.136000000000003,Estrada da Ria,"LINESTRING (-8.660826999999999 40.6440158, -8.660694700000001 40.6439793, -8.6605949 40.6439266)",50,2,EN 109-7,yes,,,,
22,1521,1604822193,4736412821,0,239807821,False,residential,197.447,,"LINESTRING (-8.6537975 40.6198212, -8.6551037 40.6183481)",50,2,EN 109,,,,,
23,1523,1604822193,1604822215,0,239807821,False,residential,149.939,,"LINESTRING (-8.6537975 40.6198212, -8.653023900000001 40.6207127, -8.6528203 40.6209473)",50,2,EN 109,,,,,
24,1551,1604822215,534789211,0,239807821,False,residential,190.785,,"LINESTRING (-8.6528203 40.6209473, -8.651588200000001 40.6223858)",50,2,EN 109,,,,,
26,1779,3783345499,1110673519,0,55652713,True,residential,173.448,,"LINESTRING (-8.6241428 40.6489891, -8.6252716 40.6476854)",50,2,EN 109,EN 16,,,,
27,2011,404735527,1406433848,0,33653989,True,residential,61.957,,"LINESTRING (-8.6339159 40.6381586, -8.634324400000001 40.6376956)",50,1,EN 109,,,,,
28,2093,2515674868,6806729735,0,244232012,True,residential,93.701,,"LINESTRING (-8.649454 40.6247711, -8.649311600000001 40.6249506, -8.6491674 40.6251231, -8.6488593 40.6254826)",50,1,EN 109,,,,,
29,2235,2745010111,1489591519,0,"[507548443, 42769101, 172518590]",True,residential,137.016,,"LINESTRING (-8.649217200000001 40.6251882, -8.6496815 40.624648, -8.649910800000001 40.6243915, -8.650140800000001 40.6241761)",50,"['2', '1']",EN 109,,yes,,,
30,2351,1110673519,1110673552,0,"[55652713, 95803794, 95803790]",True,residential,262.757,,"LINESTRING (-8.6252716 40.6476854, -8.6259975 40.6468891, -8.6263424 40.6465088, -8.6268134 40.6459829, -8.627023899999999 40.6457321)",50,2,EN 109,EN 16,,,,yes
31,2356,1110673533,1315886939,0,"[95841108, 601812374, 601812375]",True,residential,291.282,,"LINESTRING (-8.621733900000001 40.6514105, -8.6213607 40.6518394, -8.6209899 40.6522703, -8.6206704 40.6526196, -8.620088000000001 40.65328, -8.6198143 40.6535878)",50,"['1', '2']",EN 109,EN 16,,,,
32,2362,1110673552,330341308,0,95841133,True,residential,636.8820000000001,,"LINESTRING (-8.627023899999999 40.6457321, -8.627202499999999 40.6455393, -8.628136700000001 40.6444898, -8.6291066 40.6434282, -8.630240799999999 40.6422015, -8.6303369 40.6420977, -8.630427900000001 40.6419993, -8.6305076 40.6419131, -8.6305865 40.6418278, -8.6306572 40.6417513, -8.6307189 40.6416845, -8.6307755 40.6416233, -8.6308334 40.6415614, -8.630873899999999 40.6415136, -8.6309182 40.6414624, -8.631012699999999 40.6413501, -8.6312088 40.6412538, -8.6313263 40.6412172, -8.631481000000001 40.641166)",50,2,EN 109,EN 16,,,,
34,2390,1724106927,1724107266,0,480672087,False,residential,25.907,,"LINESTRING (-8.6558221 40.6130396, -8.6557207 40.6128197)",50,2,EN 109,,,,,
35,2391,1724106927,1604812147,0,480672087,False,residential,233.564,,"LINESTRING (-8.6558221 40.6130396, -8.656053999999999 40.6134676, -8.656473500000001 40.6143002, -8.6565365 40.6145084, -8.656526899999999 40.6147644, -8.656432499999999 40.6150315)",50,2,EN 109,,,,,
36,2430,1110673632,1499470391,0,544834943,False,residential,320.94,,"LINESTRING (-8.617408299999999 40.6562812, -8.6166448 40.6571201, -8.615632400000001 40.6581957, -8.6152148 40.6586394)",50,2,EN 109,EN 16,,,,
37,2431,1110673632,1558059146,0,"[601131929, 95841110]",True,residential,144.19400000000002,,"LINESTRING (-8.617408299999999 40.6562812, -8.617789999999999 40.6559053, -8.618117700000001 40.6555694, -8.618172400000001 40.655509, -8.6184055 40.6552291)",50,"['2', '1']",EN 109,EN 16,,,,
38,2437,1110673646,1110673720,0,"[95841104, 95841137, 95841160]",True,residential,263.296,,"LINESTRING (-8.626972200000001 40.6456974, -8.626707 40.6459939, -8.626618199999999 40.6460894, -8.6262708 40.6464719, -8.6259177 40.646848, -8.6251879 40.64764)",50,2,EN 109,EN 16,,,,yes
39,2478,1110673689,330341455,0,95841119,True,residential,83.736,,"LINESTRING (-8.6239893 40.6489405, -8.6234296 40.6495624)",50,3,EN 109,EN 16,,yes,,
40,2483,1110673691,3783345499,0,34058467,True,residential,86.158,,"LINESTRING (-8.6235608 40.6496258, -8.6241428 40.6489891)",50,3,EN 109,EN 16,,yes,,
41,2484,1110673694,1110673689,0,601812377,True,residential,158.439,,"LINESTRING (-8.6250655 40.6477728, -8.6239893 40.6489405)",50,2,EN 109,EN 16,,,,
42,2504,385009969,1489699028,0,30008054,True,residential,11.666,,"LINESTRING (-8.6320275 40.6408807, -8.632087 40.640786)",50,3,EN 109,,,roundabout,,
43,2507,1110673720,1110673694,0,601812378,True,residential,18.019,,"LINESTRING (-8.6251879 40.64764, -8.6250655 40.6477728)",50,3,EN 109,EN 16,,,,
45,2892,385010593,1330213783,0,"[507548441, 118248798]",True,residential,375.90099999999995,,"LINESTRING (-8.638075300000001 40.6338814, -8.6398245 40.6326179, -8.6407574 40.6319726, -8.6413259 40.6315702)",50,"['2', '1']",EN 109,,,,,
46,2927,1443531718,1443531751,0,"[135672088, 135672084, 152282270]",True,residential,310.432,,"LINESTRING (-8.643891500000001 40.6296543, -8.6435619 40.6298797, -8.642660100000001 40.6305293, -8.642236499999999 40.630839, -8.641773000000001 40.6311698, -8.6412768 40.631524, -8.6412142 40.6315687)",50,2,EN 109,,yes,,,
47,2957,1443531751,1443531822,0,"[507548440, 135672084, 131117149, 131117151]",True,residential,689.6609999999998,,"LINESTRING (-8.6412142 40.6315687, -8.6411438 40.6316212, -8.640715200000001 40.6319296, -8.640549699999999 40.6320486, -8.639953 40.632473, -8.6393731 40.6328827, -8.6391186 40.6330484, -8.638768600000001 40.6332974, -8.6382881 40.6336473, -8.637966499999999 40.6338786, -8.6376759 40.6341011, -8.6374706 40.6342658, -8.637213600000001 40.6344765, -8.636926799999999 40.6347411, -8.6366646 40.6349999, -8.6363921 40.6352822, -8.6360873 40.6356162, -8.6357727 40.6359563, -8.6356614 40.6360876)",50,"['1', '2']",EN 109,,yes,,,
48,3018,1443531822,1443531846,0,131117151,True,residential,209.589,,"LINESTRING (-8.6356614 40.6360876, -8.6355836 40.6361966, -8.635400199999999 40.6364083, -8.635070799999999 40.6367631, -8.6345826 40.6373032, -8.6342619 40.6376438)",50,1,EN 109,,,,,
49,3046,1443531846,1702680392,0,549319296,True,residential,26.878,,"LINESTRING (-8.6342619 40.6376438, -8.6340775 40.6378409)",50,2,EN 109,,,,,
54,3189,4736412823,2514878117,0,480672087,False,residential,30.823999999999998,,"LINESTRING (-8.655177800000001 40.6182579, -8.6552282 40.6181846, -8.6553279 40.6180054)",50,2,EN 109,,,,,
56,3569,1507823062,1110673646,0,131117147,True,residential,55.812,,"LINESTRING (-8.627339600000001 40.64528, -8.626972200000001 40.6456974)",70,2,EN 109,EN 16,,,,
57,3649,1272475180,1443531718,0,"[152282270, 152282267, 549206262]",True,residential,152.807,,"LINESTRING (-8.6452265 40.6287268, -8.645047999999999 40.6288643, -8.6448467 40.6290078, -8.644606400000001 40.6291691, -8.6441812 40.6294487, -8.644016000000001 40.629572, -8.643891500000001 40.6296543)",50,2,EN 109,,yes,,,
58,3909,1712297743,1712918757,0,547259813,False,residential,25.313,Rua da República,"LINESTRING (-8.607619100000001 40.6685555, -8.607448700000001 40.6687429)",50,3,EN 109,EN 16,,,,
59,3910,1712297743,1499470336,0,236253621,False,residential,15.297,Rua da Repúbica,"LINESTRING (-8.607619100000001 40.6685555, -8.6076575 40.668513, -8.6077216 40.668442)",50,3,EN 109,EN 16,,,,
60,4100,3011563741,3011563850,0,152213785,False,residential,31.927,Estrada da Ria,"LINESTRING (-8.6630503 40.6420153, -8.6630614 40.6417283)",50,2,EN 109-7,yes,,,,
61,4101,3011563741,1232229630,0,152213785,False,residential,291.255,Estrada da Ria,"LINESTRING (-8.6630503 40.6420153, -8.6630471 40.6420978, -8.662943 40.6423407, -8.6627574 40.6425618, -8.661823999999999 40.6434207, -8.661244 40.6439109, -8.6611216 40.6439717, -8.6609496 40.6440106)",50,2,EN 109-7,yes,,,,
62,4104,384987357,1712929691,0,240178185,False,residential,93.45,Rua da República,"LINESTRING (-8.5971174 40.6786845, -8.5960389 40.6788777)",50,2,EN 109,EN 16,,,,
63,4105,384987357,1700602178,0,240178185,False,residential,43.117,Rua da República,"LINESTRING (-8.5971174 40.6786845, -8.5974156 40.6785804, -8.5975608 40.6784959)",50,2,EN 109,EN 16,,,,
65,4115,384987364,1711773379,0,559777267,False,residential,188.928,Rua da República,"LINESTRING (-8.5978086 40.6782987, -8.5981638 40.6780021, -8.5989451 40.6773601, -8.599325 40.677048)",50,2,EN 109,EN 16,,,,
66,4116,1712918757,5287687111,0,547259812,False,residential,9.24,Rua da República,"LINESTRING (-8.607448700000001 40.6687429, -8.607383 40.6688094)",50,3,EN 109,EN 16,,,,
67,4117,1712918757,1712297743,0,547259813,False,residential,25.313,Rua da República,"LINESTRING (-8.607448700000001 40.6687429, -8.607619100000001 40.6685555)",50,3,EN 109,EN 16,,,,
69,4157,384987412,1712297735,0,"[313505165, 547259807]",False,residential,549.261,Rua da Repúbica,"LINESTRING (-8.6111738 40.6640339, -8.611030899999999 40.6642314, -8.610925 40.6643779, -8.610636700000001 40.6647873, -8.609870600000001 40.6658222, -8.609541699999999 40.6662664, -8.609359100000001 40.6665174, -8.609021200000001 40.6669559, -8.6081734 40.6679475, -8.6079417 40.6682054, -8.607907600000001 40.668243, -8.6078679 40.6682861)",50,2,EN 109,EN 16,,,,
70,4177,3011563816,3011563850,0,353879725,False,residential,26.759,Estrada da Ria,"LINESTRING (-8.6630676 40.6414877, -8.6630635 40.641675, -8.6630614 40.6417283)",50,3,EN 109-7,yes,,,,
71,4207,1712918844,5287687111,0,547259811,False,residential,14.794,Rua da República,"LINESTRING (-8.6072828 40.6689186, -8.607383 40.6688094)",50,3,EN 109,EN 16,,,,
72,4209,1712918844,1711773379,0,559777267,False,residential,1140.4880000000003,Rua da República,"LINESTRING (-8.6072828 40.6689186, -8.6072439 40.6689624, -8.6066302 40.6696119, -8.606567200000001 40.6696806, -8.6062612 40.6700786, -8.605969699999999 40.6705284, -8.605535100000001 40.6712731, -8.605239600000001 40.6716874, -8.6044324 40.6725724, -8.603765299999999 40.6734422, -8.6030528 40.674369, -8.602767099999999 40.6746783, -8.602203599999999 40.6751228, -8.6015757 40.6754533, -8.600705100000001 40.6759392, -8.599325 40.677048)",50,2,EN 109,EN 16,,,,
75,4406,1468363325,1712929714,0,240178185,False,residential,231.86899999999997,Rua da República,"LINESTRING (-8.5929188 40.6794231, -8.5930778 40.6793955, -8.5952865 40.6790124, -8.5955987 40.6789565)",50,2,EN 109,EN 16,,,,
77,4704,1330213757,399777640,0,"[135672089, 152282268, 152282271]",True,residential,146.573,,"LINESTRING (-8.643949299999999 40.6296911, -8.644045999999999 40.6296226, -8.6442196 40.6295019, -8.645044199999999 40.6289228, -8.645239399999999 40.6288096)",50,1,EN 109,,yes,,,
78,4756,1330213783,1330213757,0,"[507548441, 135672089, 135672086]",True,residential,304.421,,"LINESTRING (-8.6413259 40.6315702, -8.6418304 40.6312118, -8.6422928 40.6308757, -8.6427228 40.6305699, -8.643617900000001 40.6299254, -8.643949299999999 40.6296911)",50,"['1', '2']",EN 109,,yes,,,
80,4822,5287687111,1712918844,0,547259811,False,residential,14.794,Rua da República,"LINESTRING (-8.607383 40.6688094, -8.6072828 40.6689186)",50,3,EN 109,EN 16,,,,
81,4823,5287687111,1712918757,0,547259812,False,residential,9.24,Rua da República,"LINESTRING (-8.607383 40.6688094, -8.607448700000001 40.6687429)",50,3,EN 109,EN 16,,,,
82,4881,6806729735,1272475180,0,"[135660324, 135660325, 507548437, 507548438, 507548439, 726000989]",True,residential,476.29099999999994,,"LINESTRING (-8.6488593 40.6254826, -8.648611799999999 40.6257629, -8.647920900000001 40.6265434, -8.647743999999999 40.6267403, -8.6475033 40.6270081, -8.647336900000001 40.6272015, -8.6470255 40.6274432, -8.6469448 40.6274981, -8.645941799999999 40.6282236, -8.6455801 40.6284853, -8.6452265 40.6287268)",50,"['1', '2']",EN 109,,,,yes,
83,5042,390280425,1489699013,0,30008054,True,residential,15.055,,"LINESTRING (-8.6316752 40.6403543, -8.6315071 40.6403997)",50,3,EN 109,,,roundabout,,
86,5204,390280658,1340357470,0,30008054,True,residential,27.46,,"LINESTRING (-8.6311423 40.6407203, -8.631107999999999 40.6408423, -8.6311094 40.6409645)",50,3,EN 109,,,roundabout,,
87,5271,1702680112,390280425,0,549319296,True,residential,306.85400000000004,,"LINESTRING (-8.633816400000001 40.6381398, -8.633668999999999 40.6382956, -8.633580200000001 40.6383982, -8.6329405 40.6391026, -8.6325416 40.63954, -8.632464499999999 40.6396245, -8.632398999999999 40.6396963, -8.632338600000001 40.6397646, -8.6322837 40.6398216, -8.6322326 40.6398747, -8.632180399999999 40.6399289, -8.6321291 40.6399821, -8.6320178 40.6400971, -8.6318941 40.6402406, -8.6317909 40.6403027, -8.6316752 40.6403543)",50,2,EN 109,,,,,
90,5469,1712297735,1499470336,0,313505166,False,residential,21.278,Rua da Repúbica,"LINESTRING (-8.6078679 40.6682861, -8.6077216 40.668442)",50,3,EN 109,EN 16,,,,
92,5549,1702680392,1702680112,0,549319296,True,residential,39.875,,"LINESTRING (-8.6340775 40.6378409, -8.633816400000001 40.6381398)",50,2,EN 109,,,,,
93,5589,1315886939,1558059143,0,549319300,True,residential,238.351,,"LINESTRING (-8.6198143 40.6535878, -8.6182295 40.6553624)",50,1,EN 109,EN 16,,,,
94,5750,1563523029,1678492627,0,173039148,False,residential,26.799,,"LINESTRING (-8.6114654 40.6636415, -8.6116206 40.6634312)",50,2,EN 109,EN 16,,,,
96,6099,1558059143,1110673632,0,559711789,True,residential,123.487,,"LINESTRING (-8.6182295 40.6553624, -8.618066000000001 40.6555454, -8.617666399999999 40.6559677, -8.617408299999999 40.6562812)",50,1,EN 109,EN 16,,,,
97,6103,1558059146,1242340729,0,601131927,True,residential,239.48,,"LINESTRING (-8.6184055 40.6552291, -8.6200285 40.6534621)",50,1,EN 109,EN 16,,,,
98,6534,1499470336,1712297735,0,313505166,False,residential,21.278,Rua da Repúbica,"LINESTRING (-8.6077216 40.668442, -8.6078679 40.6682861)",50,3,EN 109,EN 16,,,,
99,6535,1499470336,1712297743,0,236253621,False,residential,15.297,Rua da Repúbica,"LINESTRING (-8.6077216 40.668442, -8.6076575 40.668513, -8.607619100000001 40.6685555)",50,3,EN 109,EN 16,,,,
100,6584,1499470391,1576540797,0,544834945,False,residential,21.221,,"LINESTRING (-8.6152148 40.6586394, -8.615069699999999 40.6587953)",50,2,EN 109,EN 16,,,,
101,6585,1499470391,1110673632,0,544834943,False,residential,320.94,,"LINESTRING (-8.6152148 40.6586394, -8.615632400000001 40.6581957, -8.6166448 40.6571201, -8.617408299999999 40.6562812)",50,2,EN 109,EN 16,,,,
102,6586,1406433848,1406434291,0,"[118248798, 33653989, 95803782]",True,residential,331.012,,"LINESTRING (-8.634324400000001 40.6376956, -8.634419599999999 40.637577, -8.6357234 40.6361533, -8.6358649 40.6360029, -8.636173299999999 40.6356596, -8.6364467 40.635342, -8.636532600000001 40.6352358)",50,1,EN 109,,yes,,,
103,6674,1576540797,1499470391,0,544834945,False,residential,21.221,,"LINESTRING (-8.615069699999999 40.6587953, -8.6152148 40.6586394)",50,2,EN 109,EN 16,,,,
104,6675,1576540797,1242340713,0,544834946,False,residential,30.447,,"LINESTRING (-8.615069699999999 40.6587953, -8.614875899999999 40.6590263)",50,2,EN 109,EN 16,,,,
106,6898,1340357470,330341308,0,30008054,True,residential,41.448,,"LINESTRING (-8.6311094 40.6409645, -8.6312087 40.641089, -8.631331899999999 40.6411531, -8.631481000000001 40.641166)",50,3,EN 109,,,roundabout,,
107,6899,1340357470,1507823062,0,131117147,True,residential,576.961,,"LINESTRING (-8.6311094 40.6409645, -8.6310789 40.641077, -8.630999900000001 40.6412164, -8.630174 40.6421417, -8.629800599999999 40.6425589, -8.6293541 40.6430643, -8.629026100000001 40.6434222, -8.628554400000001 40.6439428, -8.627641199999999 40.6449535, -8.627339600000001 40.64528)",70,2,EN 109,EN 16,,,,
109,6986,1712929691,1712929714,0,240178185,False,residential,38.141,Rua da República,"LINESTRING (-8.5960389 40.6788777, -8.5955987 40.6789565)",50,2,EN 109,EN 16,,,,
110,7014,1712929714,1712929691,0,240178185,False,residential,38.141,Rua da República,"LINESTRING (-8.5955987 40.6789565, -8.5960389 40.6788777)",50,2,EN 109,EN 16,,,,
112,7035,330341306,390280425,0,30008054,True,residential,33.891999999999996,,"LINESTRING (-8.6320415 40.6404485, -8.631948100000001 40.6403924, -8.631818900000001 40.6403538, -8.6316752 40.6403543)",50,3,EN 109,,,roundabout,,
113,7036,330341306,404735527,0,"[549319298, 33653989]",True,residential,303.76199999999994,,"LINESTRING (-8.6320415 40.6404485, -8.632021099999999 40.6403397, -8.6320427 40.6402607, -8.632100899999999 40.6401463, -8.632453699999999 40.639753, -8.6327821 40.6393821, -8.6337618 40.6383085, -8.6339159 40.6381586)",50,"['1', '2']",EN 109,,,,,
114,7037,330341308,330341607,0,30008054,True,residential,17.628,,"LINESTRING (-8.631481000000001 40.641166, -8.6315902 40.6411463, -8.631683499999999 40.6411271)",50,3,EN 109,,,roundabout,,
115,7116,1406434291,385010593,0,118248798,True,residential,199.503,,"LINESTRING (-8.636532600000001 40.6352358, -8.6367239 40.6350241, -8.637006899999999 40.6347494, -8.637271399999999 40.634509, -8.637826499999999 40.6340591, -8.638075300000001 40.6338814)",50,1,EN 109,,,,,
116,7203,330341455,1110673533,0,601812376,True,residential,250.389,,"LINESTRING (-8.6234296 40.6495624, -8.621733900000001 40.6514105)",50,2,EN 109,EN 16,,,,
117,7211,534789207,2460844821,0,480672087,False,residential,14.267,,"LINESTRING (-8.656260899999999 40.6155034, -8.6563053 40.6153796)",50,2,EN 109,,,,,
118,7213,534789207,1604812120,0,480672087,False,residential,236.015,,"LINESTRING (-8.656260899999999 40.6155034, -8.655701499999999 40.6170469, -8.655519200000001 40.6175499)",50,2,EN 109,,,,,
122,7384,1489591519,2761707764,0,507548444,True,residential,33.513000000000005,,"LINESTRING (-8.650140800000001 40.6241761, -8.6502961 40.6240031, -8.650384900000001 40.6239404)",50,1,EN 109,,,,,
123,7398,330341607,385009969,0,30008054,True,residential,40.221000000000004,,"LINESTRING (-8.631683499999999 40.6411271, -8.631811900000001 40.6410586, -8.6319157 40.6409885, -8.6320275 40.6408807)",50,3,EN 109,,,roundabout,,
124,7507,1604812120,2514878117,0,480672087,False,residential,53.161,,"LINESTRING (-8.655519200000001 40.6175499, -8.6553279 40.6180054)",50,2,EN 109,,,,,
126,7533,1242340713,1650475303,0,309845007,False,residential,80.592,,"LINESTRING (-8.614875899999999 40.6590263, -8.614388099999999 40.6596495)",50,2,EN 109,EN 16,,,,
127,7534,1242340713,1576540797,0,544834946,False,residential,30.447,,"LINESTRING (-8.614875899999999 40.6590263, -8.615069699999999 40.6587953)",50,2,EN 109,EN 16,,,,
130,7544,1242340729,457547169,0,"[601131928, 601131924, 601131925, 601131926]",True,residential,308.221,,"LINESTRING (-8.6200285 40.6534621, -8.620163700000001 40.6533132, -8.620807900000001 40.6526117, -8.621083799999999 40.6523117, -8.621681000000001 40.6516742, -8.622126700000001 40.6511929)",50,"['3', '1', '2']",EN 109,EN 16,,,,
131,7595,457547169,1110673691,0,549319299,True,residential,212.156,,"LINESTRING (-8.622126700000001 40.6511929, -8.6231913 40.6500498, -8.6235608 40.6496258)",50,2,EN 109,EN 16,,,,
132,7645,6831586788,2515674868,0,"[729175577, 172518596]",True,residential,120.98599999999999,,"LINESTRING (-8.650205 40.6238573, -8.6501869 40.6239547, -8.650143 40.6240247, -8.6498741 40.6242855, -8.649809299999999 40.6243567, -8.649723399999999 40.6244626, -8.649454 40.6247711)",50,2,EN 109,,yes,,,
136,7976,399777640,2516017222,0,"[172518594, 283940807, 507548434, 507548435, 507548436, 152282271]",True,residential,486.54200000000003,,"LINESTRING (-8.645239399999999 40.6288096, -8.645640999999999 40.628534, -8.646009899999999 40.6282723, -8.6470538 40.6275319, -8.647114 40.6274916, -8.64739 40.6272659, -8.6476094 40.6270457, -8.647843399999999 40.626784, -8.6487003 40.6257951, -8.648952299999999 40.6254993)",50,"['2', '1']",EN 109,,,,yes,
